customer_id,customer_name,home_city
100330,"Parth Patel",Jaipur
100331,"Neha Rana",Delhi
100332,"Nikhil Bose",Pune
100333,"Tanya Hegde",Mumbai
100334,"Raghav Shetty",Bengaluru
100335,"Kabir Bansal",Mumbai
100336,"Aryan Khanna",Mumbai
100337,"Shaurya Tripathi",Lucknow
100338,"Vihaan Pandey",Lucknow
100339,"Sanjay Gupta",Lucknow
100340,"Yash Mishra",Hyderabad
100341,"Uday Nair",Delhi
100342,"Riya Nair",Hyderabad
100343,"Sahil Shah",Mumbai
100344,"Pari Thakur",Delhi
100345,"Pooja Reddy",Delhi
100346,"Bhavna Rao",Mumbai
100347,"Jaya Saha",Delhi
100348,"Kavya Jain",Delhi
100349,"Raghav Rana",Delhi
100350,"Ankit Tripathi",Chennai
100351,"Pari Tripathi",Delhi
100352,"Sumit Pillai",Pune
100353,"Nisha Roy",Jaipur
100354,"Amit Patel",Ahmedabad
100355,"Sara Hegde",Mumbai
100356,"Saanvi Chauhan",Mumbai
100357,"Yashika Verma",Mumbai
100358,"Anjali Reddy",Kolkata
100359,"Nandini Roy",Kolkata
100360,"Nandini Yadav",Chennai
100361,"Vedant Desai",Jaipur
100362,"Mohit Agarwal",Bengaluru
100363,"Ayush Malhotra",Mumbai
100364,"Anjali Sinha",Ahmedabad
100365,"Riya Chopra",Delhi
100366,"Neha Thakur",Mumbai
100367,"Jaya Nair",Pune
100368,"Sanjay Iyer",Kolkata
100369,"Nandini Ghosh",Pune
100370,"Uday Shah",Mumbai
100371,"Sanjay Pandey",Kolkata
100372,"Anjali Bose",Jaipur
100373,"Nikhil Ghosh",Pune
100374,"Siddharth Tripathi",Hyderabad
100375,"Ankit Saha",Mumbai
100376,"Yashika Rao",Jaipur
100377,"Parth Goyal",Hyderabad
100378,"Jay Yadav",Bengaluru
100379,"Deepak Chauhan",Jaipur
100380,"Sneha Das",Chennai
100381,"Reyansh Gupta",Kolkata
100382,"Varun Tripathi",Delhi
100383,"Hari Agarwal",Delhi
100384,"Shaurya Chatterjee",Bengaluru
100385,"Ishita Verma",Delhi
100386,"Diya Desai",Chennai
100387,"Sanjay Chopra",Jaipur
100388,"Kavya Shetty",Lucknow
100389,"Riya Desai",Ahmedabad
100390,"Shaurya Gupta",Pune
100391,"Parth Das",Mumbai
100392,"Amit Mukherjee",Bengaluru
100393,"Sumit Pillai",Ahmedabad
100394,"Ankit Reddy",Chennai
100395,"Uday Mukherjee",Ahmedabad
100396,"Lakshay Shah",Chennai
100397,"Simran Rana",Mumbai
100398,"Devansh Banerjee",Kolkata
100399,"Varun Sinha",Lucknow
100400,"Vihaan Chopra",Pune
100401,"Kavya Menon",Ahmedabad
100402,"Aniket Bose",Bengaluru
100403,"Akash Jain",Mumbai
100404,"Jay Agarwal",Mumbai
100405,"Harsh Jain",Kolkata
100406,"Pari Mukherjee",Ahmedabad
100407,"Ayaan Mishra",Lucknow
100408,"Rohit Patel",Chennai
100409,"Tanvi Singh",Chennai
100410,"Sameer Naidu",Delhi
100411,"Vihaan Singh",Mumbai
100412,"Gaurav Iyer",Bengaluru
100413,"Daksh Sinha",Pune
100414,"Sneha Yadav",Pune
100415,"Simran Bose",Bengaluru
100416,"Pranav Chauhan",Mumbai
100417,"Raghav Roy",Mumbai
100418,"Anaya Bose",Pune
100419,"Ayush Bansal",Jaipur
100420,"Sumit Bansal",Bengaluru
100421,"Dhruv Kumar",Pune
100422,"Shaurya Khanna",Mumbai
100423,"Aniket Kapoor",Pune
100424,"Shreya Pillai",Bengaluru
100425,"Jay Shah",Delhi
100426,"Zoya Pandey",Mumbai
100427,"Nikhil Reddy",Mumbai
100428,"Hari Kumar",Mumbai
100429,"Aditi Sharma",Hyderabad
100430,"Krishna Thakur",Kolkata
100431,"Ankit Desai",Mumbai
100432,"Siddharth Sinha",Lucknow
100433,"Hari Jain",Chennai
100434,"Akash Singh",Kolkata
100435,"Ishaan Das",Mumbai
100436,"Ishaan Mishra",Mumbai
100437,"Jay Bansal",Kolkata
100438,"Aarav Patel",Mumbai
100439,"Siddharth Menon",Kolkata
100440,"Anjali Kumar",Delhi
100441,"Diya Pillai",Chennai
100442,"Deepak Pandey",Delhi
100443,"Aditya Rao",Mumbai
100444,"Vedant Bose",Mumbai
100445,"Arjun Chopra",Mumbai
100446,"Aryan Malhotra",Mumbai
100447,"Anjali Bose",Chennai
100448,"Zoya Shetty",Kolkata
100449,"Vivaan Roy",Bengaluru
100450,"Nandini Iyer",Mumbai
100451,"Yash Chatterjee",Mumbai
100452,"Jaya Naidu",Kolkata
100453,"Vivaan Pandey",Pune
100454,"Akshay Tripathi",Chennai
100455,"Lakshay Pillai",Hyderabad
100456,"Akshay Nair",Delhi
100457,"Rohan Nair",Mumbai
100458,"Krishna Pillai",Mumbai
100459,"Rudra Jain",Delhi
100460,"Sumit Iyer",Mumbai
100461,"Om Thakur",Mumbai
100462,"Nandini Roy",Ahmedabad
100463,"Sneha Mishra",Chennai
100464,"Gaurav Chopra",Mumbai
100465,"Akshay Bansal",Hyderabad
100466,"Chetan Saha",Chennai
100467,"Akash Hegde",Bengaluru
100468,"Tanya Pillai",Hyderabad
100469,"Devansh Kapoor",Jaipur
100470,"Ankit Banerjee",Hyderabad
100471,"Varun Iyer",Pune
100472,"Dhruv Ghosh",Chennai
100473,"Pranav Chatterjee",Mumbai
100474,"Tara Reddy",Delhi
100475,"Esha Malhotra",Ahmedabad
100476,"Lakshay Kumar",Delhi
100477,"Mohit Joshi",Pune
100478,"Rohit Kumar",Lucknow
100479,"Nisha Reddy",Delhi
100480,"Ankit Verma",Delhi
100481,"Nisha Naidu",Bengaluru
100482,"Arjun Thakur",Pune
100483,"Meera Chopra",Pune
100484,"Yash Singh",Ahmedabad
100485,"Farhan Rao",Kolkata
100486,"Pooja Mittal",Delhi
100487,"Vihaan Rana",Bengaluru
100488,"Bhavna Khanna",Ahmedabad
100489,"Nandini Mukherjee",Hyderabad
100490,"Om Mehta",Bengaluru
100491,"Saanvi Saha",Mumbai
100492,"Pooja Chatterjee",Bengaluru
100493,"Ramesh Jain",Bengaluru
100494,"Devansh Rana",Delhi
100495,"Tushar Thakur",Hyderabad
100496,"Lakshay Sharma",Bengaluru
100497,"Parth Banerjee",Pune
100498,"Saanvi Pandey",Bengaluru
100499,"Varun Yadav",Delhi
100500,"Tanvi Verma",Pune
100501,"Saanvi Singh",Kolkata
100502,"Ankit Pandey",Delhi
100503,"Ramesh Mukherjee",Ahmedabad
100504,"Sanjay Agarwal",Mumbai
100505,"Om Desai",Ahmedabad
100506,"Harsh Iyer",Bengaluru
100507,"Deepak Rana",Delhi
100508,"Rohan Chatterjee",Kolkata
100509,"Varun Rana",Chennai
100510,"Simran Yadav",Delhi
100511,"Rohit Roy",Ahmedabad
100512,"Sneha Khanna",Delhi
100513,"Ishaan Mukherjee",Bengaluru
100514,"Devansh Sinha",Delhi
100515,"Ananya Malhotra",Hyderabad
100516,"Farhan Mukherjee",Ahmedabad
100517,"Aryan Hegde",Ahmedabad
100518,"Nandini Agarwal",Chennai
100519,"Ayush Chopra",Mumbai
100520,"Rohit Tripathi",Bengaluru
100521,"Hari Iyer",Hyderabad
100522,"Tanvi Sinha",Kolkata
100523,"Amit Chopra",Delhi
100524,"Rohit Pandey",Bengaluru
100525,"Parth Gupta",Mumbai
100526,"Sneha Joshi",Mumbai
100527,"Rahul Shetty",Bengaluru
100528,"Ayush Tripathi",Bengaluru
100529,"Tushar Bansal",Chennai
100530,"Farhan Goyal",Mumbai
100531,"Akshay Gupta",Delhi
100532,"Bhavna Rao",Kolkata
100533,"Jay Thakur",Bengaluru
100534,"Kavya Mishra",Bengaluru
100535,"Naman Kumar",Chennai
100536,"Shreya Roy",Chennai
100537,"Pooja Kapoor",Ahmedabad
100538,"Sumit Pandey",Hyderabad
100539,"Daksh Chopra",Kolkata
100540,"Siddharth Saha",Kolkata
100541,"Tara Saha",Chennai
100542,"Tanvi Nair",Mumbai
100543,"Deepak Mishra",Jaipur
100544,"Sara Patel",Mumbai
100545,"Ayush Singh",Kolkata
100546,"Arjun Goyal",Delhi
100547,"Pari Chopra",Hyderabad
100548,"Sara Shetty",Lucknow
100549,"Diya Mukherjee",Mumbai
100550,"Meera Shetty",Mumbai
100551,"Pooja Chatterjee",Ahmedabad
100552,"Nikhil Malhotra",Chennai
100553,"Devansh Menon",Mumbai
100554,"Sara Joshi",Pune
100555,"Esha Roy",Hyderabad
100556,"Ishaan Khanna",Hyderabad
100557,"Uday Goyal",Pune
100558,"Riya Gupta",Chennai
100559,"Ayush Gupta",Mumbai
100560,"Hari Goyal",Lucknow
100561,"Sanjay Mishra",Lucknow
100562,"Siddharth Chauhan",Mumbai
100563,"Ramesh Desai",Chennai
100564,"Jay Sharma",Jaipur
100565,"Vedant Roy",Delhi
100566,"Amit Thakur",Bengaluru
100567,"Diya Roy",Ahmedabad
100568,"Anjali Chopra",Hyderabad
100569,"Sameer Reddy",Hyderabad
100570,"Kabir Das",Bengaluru
100571,"Rudra Ghosh",Delhi
100572,"Nikhil Hegde",Chennai
100573,"Aarav Reddy",Chennai
100574,"Mohit Sinha",Chennai
100575,"Tushar Singh",Hyderabad
100576,"Harsh Gupta",Ahmedabad
100577,"Nisha Hegde",Bengaluru
100578,"Kabir Goyal",Bengaluru
100579,"Diya Naidu",Chennai
100580,"Ayaan Pandey",Bengaluru
100581,"Deepak Bansal",Kolkata
100582,"Shaurya Pillai",Bengaluru
100583,"Rudra Chatterjee",Delhi
100584,"Ananya Banerjee",Lucknow
100585,"Yash Malhotra",Chennai
100586,"Shaurya Mukherjee",Chennai
100587,"Ishaan Pillai",Kolkata
100588,"Sumit Kumar",Hyderabad
100589,"Chetan Verma",Delhi
100590,"Parth Patel",Hyderabad
100591,"Siddharth Rao",Delhi
100592,"Saanvi Chauhan",Mumbai
100593,"Varun Agarwal",Chennai
100594,"Daksh Reddy",Mumbai
100595,"Hari Bose",Ahmedabad
100596,"Om Sinha",Mumbai
100597,"Akash Naidu",Hyderabad
100598,"Nisha Das",Ahmedabad
100599,"Diya Roy",Hyderabad
100600,"Shaurya Rao",Lucknow
100601,"Anjali Verma",Delhi
100602,"Diya Iyer",Delhi
100603,"Hari Sharma",Mumbai
100604,"Ishaan Hegde",Bengaluru
100605,"Sameer Ghosh",Delhi
100606,"Aniket Saha",Bengaluru
100607,"Vedant Pandey",Kolkata
100608,"Aditi Singh",Mumbai
100609,"Yash Ghosh",Lucknow
100610,"Saanvi Nair",Mumbai
100611,"Nisha Singh",Mumbai
100612,"Pari Sharma",Lucknow
100613,"Priya Joshi",Pune
100614,"Farhan Sinha",Chennai
100615,"Rudra Rao",Kolkata
100616,"Rudra Roy",Hyderabad
100617,"Bhavna Malhotra",Pune
100618,"Daksh Joshi",Kolkata
100619,"Aditi Hegde",Chennai
100620,"Shreya Sharma",Bengaluru
100621,"Nikhil Reddy",Delhi
100622,"Diya Chopra",Bengaluru
100623,"Anaya Jain",Delhi
100624,"Ananya Tripathi",Delhi
100625,"Varun Kumar",Chennai
100626,"Vihaan Hegde",Ahmedabad
100627,"Saanvi Naidu",Pune
100628,"Priya Malhotra",Hyderabad
100629,"Kabir Banerjee",Bengaluru
100630,"Arnav Verma",Kolkata
100631,"Harsh Gupta",Mumbai
100632,"Jaya Sinha",Bengaluru
100633,"Anjali Kapoor",Delhi
100634,"Rohit Chopra",Hyderabad
100635,"Sanjay Bansal",Mumbai
100636,"Sara Sinha",Hyderabad
100637,"Anjali Mittal",Chennai
100638,"Tara Naidu",Mumbai
100639,"Zoya Nair",Bengaluru
100640,"Simran Mishra",Delhi
100641,"Kavya Menon",Chennai
100642,"Tanvi Desai",Bengaluru
100643,"Tushar Ghosh",Delhi
100644,"Aarav Nair",Delhi
100645,"Nikhil Nair",Ahmedabad
100646,"Kabir Bose",Mumbai
100647,"Nikhil Sinha",Delhi
100648,"Nisha Kapoor",Hyderabad
100649,"Sneha Iyer",Bengaluru
100650,"Tushar Bansal",Mumbai
100651,"Krishna Sinha",Jaipur
100652,"Tara Agarwal",Kolkata
100653,"Farhan Naidu",Delhi
100654,"Amit Pillai",Delhi
100655,"Tara Roy",Mumbai
100656,"Daksh Shah",Jaipur
100657,"Tanya Sharma",Chennai
100658,"Saanvi Joshi",Chennai
100659,"Ayaan Singh",Hyderabad
100660,"Vivaan Jain",Kolkata
100661,"Ishaan Menon",Jaipur
100662,"Devansh Mukherjee",Chennai
100663,"Parth Mukherjee",Delhi
100664,"Shaurya Reddy",Hyderabad
100665,"Ankit Agarwal",Delhi
100666,"Arjun Mittal",Bengaluru
100667,"Priya Chauhan",Hyderabad
100668,"Ayaan Yadav",Chennai
100669,"Aditya Saha",Kolkata
100670,"Arjun Pillai",Lucknow
100671,"Sumit Chauhan",Pune
100672,"Nikhil Khanna",Pune
100673,"Akash Yadav",Delhi
100674,"Pranav Goyal",Jaipur
100675,"Pranav Shetty",Kolkata
100676,"Sumit Ghosh",Chennai
100677,"Ishita Jain",Jaipur
100678,"Pranav Pillai",Lucknow
100679,"Sumit Khanna",Bengaluru
100680,"Gaurav Kapoor",Delhi
100681,"Sahil Hegde",Hyderabad
100682,"Esha Gupta",Mumbai
100683,"Vedant Gupta",Mumbai
100684,"Akash Shah",Kolkata
100685,"Ramesh Kapoor",Bengaluru
100686,"Esha Mishra",Chennai
100687,"Meera Goyal",Mumbai
100688,"Ramesh Chauhan",Delhi
100689,"Tara Rana",Chennai
100690,"Jaya Jain",Delhi
100691,"Rohan Mittal",Chennai
100692,"Jay Joshi",Mumbai
100693,"Sara Rana",Bengaluru
100694,"Chetan Malhotra",Lucknow
100695,"Akash Saha",Mumbai
100696,"Riya Singh",Pune
100697,"Farhan Jain",Chennai
100698,"Reyansh Reddy",Delhi
100699,"Manish Bose",Chennai
100700,"Hari Thakur",Kolkata
100701,"Krishna Kumar",Ahmedabad
100702,"Pranav Desai",Bengaluru
100703,"Neha Roy",Mumbai
100704,"Naman Iyer",Bengaluru
100705,"Shaurya Gupta",Pune
100706,"Lakshay Menon",Jaipur
100707,"Hari Khanna",Kolkata
100708,"Riya Verma",Bengaluru
100709,"Harsh Shetty",Mumbai
100710,"Aditi Mukherjee",Bengaluru
100711,"Akash Nair",Mumbai
100712,"Arjun Patel",Bengaluru
100713,"Varun Joshi",Ahmedabad
100714,"Manav Shah",Mumbai
100715,"Aniket Shah",Chennai
100716,"Ishaan Agarwal",Mumbai
100717,"Aditya Gupta",Hyderabad
100718,"Devansh Tripathi",Hyderabad
100719,"Sahil Chopra",Pune
100720,"Pooja Rao",Bengaluru
100721,"Aarav Yadav",Mumbai
100722,"Tara Pillai",Delhi
100723,"Amit Nair",Delhi
100724,"Vihaan Naidu",Mumbai
100725,"Sara Iyer",Kolkata
100726,"Vihaan Desai",Jaipur
100727,"Parth Desai",Mumbai
100728,"Yash Goyal",Delhi
100729,"Ankit Thakur",Chennai
100730,"Sameer Naidu",Delhi
100731,"Anjali Singh",Chennai
100732,"Sumit Patel",Ahmedabad
100733,"Anjali Naidu",Delhi
100734,"Esha Mittal",Mumbai
100735,"Varun Reddy",Mumbai
100736,"Priya Shah",Kolkata
100737,"Ayaan Mukherjee",Hyderabad
100738,"Manav Chauhan",Delhi
100739,"Akshay Singh",Hyderabad
100740,"Aniket Saha",Pune
100741,"Zoya Nair",Chennai
100742,"Yashika Desai",Kolkata
100743,"Akash Mehta",Jaipur
100744,"Riya Saha",Delhi
100745,"Tara Sinha",Pune
100746,"Arjun Bansal",Hyderabad
